c1ccc(Nc2ccccc2)cc1,-3.51
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59
c1ccc2ccccc2c1,-3.6
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6
CNCCCN1c2ccccc2CCc2ccccc21,-3.66
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-2.86
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78
CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15
c1ccc2[nH]ncc2c1,-2.16
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-2.36
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.7
O=C(c1ccccc1)C(O)c1ccccc1,-2.85
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,-3.03
COc1c2occc2cc2ccc(=O)oc12,-3.66
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.66
Cc1cccc(Nc2ccccc2C(=O)O)c1C,-3.78
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.89
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-4.17
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26
CN(C)CCCN1c2ccccc2Sc2ccccc21,-4.3
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.43
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.52
CCOC(=O)c1ccc(N)cc1,-2.32
Cc1cc(=O)n(-c2ccccc2)n1C,0.39
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.34
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-3.76
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.07
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.08
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.15
COc1ccc2cc(C(C)C(=O)O)ccc2c1,-4.16
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.16
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.19
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-4.36
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.4
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.49
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.01
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-5.06
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.09
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-5.22
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3
CN1CCCC1c1cccnc1,0.79
CC(=O)N(C)c1ccccc1,-0.95
Cc1ncc([N+](=O)[O-])n1CCO,-1.26
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.43
